ts,duty_cycle,acc,speed_l,speed_r,speed_avg
1649720367909,8,-0.057471062271062266,3.0308166828151594e-10,3.0308166828151594e-10,3.0308166828151594e-10
1649720367942,27,-0.16283467643467642,3.0308166828151594e-10,3.0308166828151594e-10,3.0308166828151594e-10
1649720367975,40,0.785437851037851,0.09326847471710613,6.061633355808249e-10,0.046634237661634735
1649720368009,48,0.5555536019536019,89.31524787350395,59.98587503631765,74.6505614549108
1649720368042,53,0.6896527472527472,154.98463113411202,137.78212162091327,146.38337637751266
1649720368076,62,1.044057631257631,210.80356410806093,201.73109408176296,206.26732909491193
1649720368109,73,-0.4406114774114774,272.7165955883563,256.6404388618854,264.67851722512086
1649720368142,81,1.0536361416361417,322.17435284583587,300.25345697182377,311.2139049088298
1649720368209,100,-0.41187594627594626,417.5399712063685,398.19777702814196,407.86887411725525
1649720368276,100,-0.019157020757020755,474.2895255492009,458.23146943797644,466.2604974935887
1649720368342,100,-1.0153221001221,507.99368869435625,471.1856379603928,489.5896633273745
1649720368376,100,0.41187594627594626,513.2444828232938,477.3974772952727,495.3209800592832
1649720368409,100,-0.7375452991452991,519.9014303611008,486.0264348123776,502.9639325867392
1649720368442,100,-1.3697269841269841,519.6762675029572,481.37444977647283,500.525358639715
1649720368476,100,-0.431032967032967,519.6444044240602,482.92040387262864,501.2824041483444
1649720368509,100,-0.0862065934065934,523.7786435830541,489.8180586672878,506.79835112517094
1649720368542,100,0.5842891330891331,525.5375427152694,491.36971194578655,508.453627330528
1649720368576,100,0.708809768009768,521.9762147323747,501.5172231741011,511.7467189532379
1649720368609,100,-1.4655120879120878,521.5440976522337,488.98923397485885,505.2666658135463
1649720368676,100,-0.6226031746031745,516.7590476373632,498.8106083181563,507.78482797775973
1649720368709,100,-0.7950163614163613,512.8483649292493,495.92824855321226,504.3883067412308
1649720368742,100,-1.5517186813186812,525.634958106978,498.22719687671884,511.93107749184844
1649720368776,100,-1.724131868131868,529.0887251741814,499.41159686866314,514.2501610214223
1649720368809,100,-0.4406114774114774,528.0973321154835,492.03335384932075,510.0653429824021
1649720368842,100,-0.27777680097680096,523.8153723303046,489.7072563417251,506.76131433601483
1649720368876,100,0.28735531135531134,522.7524168116366,497.5645955056615,510.15850615864906
1649720368942,100,0.9099584859584859,523.046425152416,498.6995519782266,510.8729885653213
1649720369076,100,0.2969338217338217,519.772526497914,507.0304694547772,513.4014979763456
1649720369109,100,-0.11494212454212453,520.418647482709,507.2108090833994,513.8147282830543
1649720369142,100,-0.354404884004884,517.7610534135663,497.1257836632808,507.44341853842354
1649720369176,100,0.11494212454212453,523.5354198760529,504.85149104583195,514.1934554609425
1649720369209,100,0.3160908424908425,526.0817454219612,502.48613633248635,514.2839408772238
1649720369242,100,-0.028735531135531133,531.6686171385381,508.59261123852644,520.1306141885323
1649720369276,100,0.7662808302808302,528.8829225602931,501.69925506151344,515.2910888109033
1649720369309,100,2.2126358974358973,524.7472851762395,499.7681280771336,512.2577066266865
1649720369342,100,0.09578510378510377,528.9493683935469,498.7352172413766,513.8422928174617
1649720369409,100,-1.752867399267399,526.7394585374101,497.8069041747971,512.2731813561036
1649720369442,100,-1.8582310134310132,532.4411079630431,496.2459500901274,514.3435290265852
1649720369476,100,-0.6130246642246642,529.0161190939223,510.19899682122286,519.6075579575726
1649720369542,100,0.6034461538461539,521.1948808186717,497.55913646893686,509.3770086438043
1649720369576,100,-1.4846691086691084,527.2565021600794,506.73426858165965,516.9953853708696
1649720369642,100,0.2203057387057387,534.8989900754236,505.3674664186195,520.1332282470215
1649720369676,100,0.7471238095238095,531.7466176133755,501.1939067371865,516.470262175281
1649720369709,100,0.2969338217338217,534.545357587526,501.62108890737807,518.083223247452
1649720369776,100,0.1724131868131868,530.9162207183442,498.047353676238,514.4817871972912
1649720369876,100,-0.3065123321123321,530.2224293313584,491.81580185281564,511.019115592087
1649720371543,6,-1.906123565323565,242.61783470350156,20.121728773296176,131.36978173839887
1649720371643,27,-0.6704957264957265,88.65834560286976,20.121728773296176,54.39003718808297
1649720371676,38,0.11494212454212453,85.2640979209084,1.0798820793777484,43.171990000143076
1649720371709,39,1.1685782661782662,93.54267579747832,115.85561191106063,104.69914385426948
1649720371743,39,2.27968547008547,103.88956632072606,137.8642488048119,120.87690756276898
1649720371809,39,0.7758593406593406,177.78512718005953,192.66537661675156,185.22525189840553
1649720371843,41,0.11494212454212453,187.66466260020601,202.0921135179625,194.87838805908427
1649720371876,43,-1.2547848595848594,221.37937226504067,221.70886393556756,221.5441181003041
1649720371909,43,-0.21072722832722832,237.02048490662065,243.105808106592,240.06314650660633
1649720371976,46,1.5038261294261295,278.88595629991835,272.9429446670136,275.914450483466
1649720372043,46,0.8429089133089133,295.76588481774286,291.0573088507367,293.4115968342398
1649720372076,46,1.1015286935286934,318.03241196810444,298.6906262543355,308.36151911122
1649720372110,46,-0.9482725274725274,319.78799943699687,304.316536336694,312.05226788684547
1649720372143,46,0.50766105006105,316.3483269061717,312.4716030605689,314.4099649833703
1649720372209,46,-1.8199169719169719,344.5380568763728,317.6541335060157,331.09609519119425
1649720372243,46,0.7375452991452991,344.2896298609658,324.83236383614656,334.5609968485562
1649720372276,46,-0.3927189255189255,343.47219895170406,317.5150435793691,330.4936212655366
1649720372309,46,-0.354404884004884,349.6567758705063,328.103058139022,338.87991700476414
1649720372343,46,-0.9578510378510378,354.6938972309132,328.9535404521008,341.823718841507
1649720372409,45,0.3448263736263736,353.84537535535117,331.08283184110456,342.4641035982279
1649720372443,45,-0.019157020757020755,358.3075854465965,333.6033158934598,345.95545067002814
1649720372476,45,-0.2969338217338217,342.93314389181046,316.3555614769713,329.64435268439087
1649720372543,45,-0.16283467643467642,343.3001865876413,317.1088798851509,330.20453323639606
1649720372643,45,0.4980825396825396,347.7010652989955,331.955340996946,339.8282031479707
1649720372676,45,-0.8429089133089133,342.83133058265025,326.4672141929164,334.6492723877833
1649720372710,45,0.4885040293040293,338.7013585494331,324.24293961849213,331.4721490839626
1649720372743,45,1.3505699633699633,344.0497363213221,329.57291142834924,336.8113238748357
1649720372776,45,-0.28735531135531134,355.1992240978143,333.3809156742055,344.29006988600986
1649720372810,45,-1.0727931623931624,345.523362616571,337.2272940493125,341.37532833294176
1649720372843,45,0.2203057387057387,345.7380461315473,337.62093247393113,341.6794893027392
1649720372876,45,0.7758593406593406,354.07003918379667,336.91653086959974,345.49328502669823
1649720372910,45,-1.7624459096459095,350.01331033301904,341.3200224899663,345.66666641149266
1649720372976,45,0.9770080586080586,355.4425790166606,345.69034575061323,350.5664623836369
